Project,Location,z [m],qc [MPa],qt [MPa],fs [MPa],u2 [MPa],Qt [-],Fr [%],Bq [-],Ic [-],Vertical total stress [kPa],Vertical effective stress [kPa],Void ratio from CPT [-],Total unit weight [kN/m3],Vs [m/s]
Ijmuiden Ver,IJV185-SCPT,26.21,32.30865385,32.41417562,0.306884615,0.251242308,131.560003,0.962071336,-0.000541385,1.702979153,511.095,242.4425,0.315445369,19.5,288.233
Ijmuiden Ver,IJV185-SCPT,27.7,37.145,37.23688088,0.311612,0.218764,143.2084565,0.849262626,-0.001798164,1.625268121,540.15,256.225,0.305511848,19.5,326.678
Ijmuiden Ver,IJV185-SCPT,29.21,30.01561538,30.14156208,0.314376923,0.299873077,109.4646968,1.063961806,1.47E-05,1.792262547,569.595,270.1925,0.296662745,19.5,306.272
Ijmuiden Ver,IJV185-SCPT,30.69,35.62603846,35.73949662,0.335107692,0.270138462,123.7753307,0.953692218,-0.001275533,1.707392768,598.455,283.8825,0.281257106,19.5,306.281
Ijmuiden Ver,IJV185-SCPT,33.19,32.46953846,32.61734131,0.417196154,0.351911539,104.2453041,1.448158284,0.001254032,1.906547493,647.205,307.0075,0.242513478,19.5,376.978
Ijmuiden Ver,IJV185-SCPT,35.66,53.61788,53.75565344,0.642208,0.328032,160.8317681,1.20400708,-0.000772707,1.694861365,695.37,329.855,0.179933323,19.5,376.991
Ijmuiden Ver,IJV179-SCPT,5.77,20.22476923,20.25463446,0.136780769,0.071107692,376.5438833,0.673745714,0.00060102,1.482737192,112.515,53.3725,0.721087833,19.5,220.954
Ijmuiden Ver,IJV179-SCPT,6.78,18.56196,18.59598168,0.1487,0.081004,294.7462783,0.806730736,0.000628953,1.579026134,132.21,62.715,0.666218826,19.5,243.61
Ijmuiden Ver,IJV179-SCPT,7.78,6.42624,6.35355312,0.073336,-0.173064,86.92020838,1.679587696,-0.054175619,2.141859648,151.71,71.965,0.791562108,19.5,212.144
Ijmuiden Ver,IJV179-SCPT,8.77,15.06553846,15.10913769,0.124253846,0.103807692,181.8959594,1.382007985,0.014591514,1.943550728,171.015,81.1225,0.689857053,19.5,212.353
Ijmuiden Ver,IJV179-SCPT,9.76,38.15556,38.17253976,0.251976,0.040428,421.2181972,0.66207029,-0.001575484,1.357492841,190.32,90.28,0.503646098,19.5,287.502
Ijmuiden Ver,IJV179-SCPT,11.27,42.24311538,42.22524115,0.288623077,-0.042557692,404.6030611,0.718974532,-0.003167384,1.385964409,219.765,104.2475,0.457068498,19.5,376.241
Ijmuiden Ver,IJV179-SCPT,12.77,19.57703846,19.637407,0.155907692,0.143734615,163.1922271,1.456574174,0.018277191,1.889379086,249.015,118.1225,0.552496855,19.5,326.235
Ijmuiden Ver,IJV179-SCPT,14.25,53.37346154,53.41287854,0.293223077,0.09385,402.8748964,0.548166202,-0.001175245,1.243323745,277.875,131.8125,0.416471894,19.5,407.932
Ijmuiden Ver,IJV179-SCPT,15.75,49.47473077,49.54745538,0.302392308,0.173153846,337.5687981,0.613220207,0.000182648,1.320113509,307.125,145.6875,0.394981636,19.5,349.744
Ijmuiden Ver,IJV179-SCPT,17.24,59.06424,59.13118632,0.358308,0.159396,368.6578385,0.613250638,-0.000236498,1.270790736,336.18,159.47,0.357130009,19.5,349.809
Ijmuiden Ver,IJV179-SCPT,18.22,61.212,61.29839232,0.423352,0.205696,361.5713968,0.693915334,0.000310161,1.31906336,355.29,168.535,0.321798701,19.5,306.113
Ijmuiden Ver,IJV175-SCPT,5.78,22.90764,22.93696944,0.168236,0.069832,425.8472846,0.739943564,0.000480206,1.475799296,112.71,53.465,0.675671838,19.5,243.057
Ijmuiden Ver,IJV175-SCPT,6.78,20.2308,20.2675836,0.156712,0.08758,320.7605325,0.78017106,0.000902396,1.544212759,132.21,62.715,0.655820305,19.5,243.61
Ijmuiden Ver,IJV175-SCPT,7.78,21.88884,21.92912808,0.168064,0.095924,302.7820986,0.771600245,0.000743229,1.536118972,151.71,71.965,0.615209537,19.5,243.966
Ijmuiden Ver,IJV175-SCPT,8.78,19.42028,19.46504528,0.156884,0.106584,237.7686813,0.812930949,0.000861759,1.604885346,171.21,81.215,0.605318665,19.5,222.007
Ijmuiden Ver,IJV175-SCPT,9.78,14.91748,14.96532136,0.1365,0.113908,163.0148958,0.964488538,0.00099308,1.75359674,190.71,90.465,0.611357729,19.5,195.504
Ijmuiden Ver,IJV175-SCPT,11.27,16.35311538,16.40992846,0.135711539,0.135269231,155.1605049,0.839288195,0.001230676,1.710900756,219.765,104.2475,0.585914852,19.5,222.324
Ijmuiden Ver,IJV175-SCPT,12.76,16.90888,16.97187664,0.148056,0.149992,141.7171444,0.886529344,0.001159683,1.738936478,248.82,118.03,0.547232565,19.5,244.676
Ijmuiden Ver,IJV175-SCPT,14.27,3.117961539,3.380797539,0.068415385,0.6258,23.52703094,2.276824273,0.187206874,2.641518796,278.265,131.9975,0.690227986,19.5,233.105
Ijmuiden Ver,IJV175-SCPT,15.76,2.77352,2.9677028,0.0675,0.46234,18.30167652,2.501250127,0.142704864,2.757096135,307.32,145.78,0.678321151,19.5,257.706
Ijmuiden Ver,IJV175-SCPT,17.27,1.445692308,1.778304846,0.027257692,0.791934615,9.029440237,1.890304392,0.432662867,2.926959888,336.765,159.7475,0.831917736,19.5,233.207
Ijmuiden Ver,IJV175-SCPT,18.76,11.88,12.07384344,0.112776,0.461532,67.06015044,1.091494639,0.185292911,2.249811027,365.82,173.53,0.644200356,19.5,257.792
Ijmuiden Ver,IJV175-SCPT,20.26,29.13424,29.22183856,0.222388,0.208568,153.768972,0.770644756,4.99E-05,1.604878268,395.07,187.405,0.402049138,19.5,204.109
Ijmuiden Ver,IJV175-SCPT,21.74,36.61336,36.70584232,0.327212,0.220196,180.4058203,0.901720303,-0.000073443,1.595964369,423.93,201.095,0.332947095,19.5,349.932
Ijmuiden Ver,IJV175-SCPT,23.24,41.34236,41.41338536,0.318348,0.169108,190.527326,0.776437251,-0.001717816,1.517694578,453.18,214.97,0.327795065,19.5,349.958
Ijmuiden Ver,IJV175-SCPT,24.74,41.48164,41.58335392,0.387868,0.242176,179.6715363,0.943558594,-0.000280647,1.599578307,482.43,228.845,0.290917224,19.5,326.647
Ijmuiden Ver,IJV175-SCPT,26.26,19.86232,19.98642832,0.170284,0.295496,80.14660554,0.876213837,0.001375604,1.852644295,512.07,242.905,0.402686688,19.5,272.22
Ijmuiden Ver,IJV175-SCPT,27.74,41.23252,41.33336872,0.355864,0.240116,158.7541212,0.870033991,-0.001470314,1.614365929,540.93,256.595,0.293606497,19.5,306.261
Ijmuiden Ver,IJV175-SCPT,29.21,58.46434615,58.574643,0.560030769,0.262611539,214.6537155,0.967086658,-0.000599861,1.536367456,569.595,270.1925,0.219897983,19.5,326.69
Ijmuiden Ver,IJV175-SCPT,30.76,50.8146,50.94772656,0.543712,0.316968,177.0343928,1.08485252,1.46E-06,1.637371842,599.82,284.53,0.217680803,19.5,350.036
Ijmuiden Ver,IJV175-SCPT,32.035,58.79272,58.93304704,0.688532,0.334112,196.6922251,1.177565237,5.78E-05,1.63139194,624.78,296.37,0.183448977,19.5,343.043
Ijmuiden Ver,IJV171-SCPT,5.77,9.705153846,9.735384154,0.079553846,0.071976923,179.7727614,0.83256032,0.001391689,1.76029702,112.515,53.3725,0.837630173,19.5,211.348
Ijmuiden Ver,IJV171-SCPT,6.76,17.1482,17.18264336,0.124796,0.082008,272.8509698,0.733147978,0.000752833,1.574427014,131.82,62.53,0.7028464,19.5,232.001
Ijmuiden Ver,IJV171-SCPT,7.77,19.39688462,19.43618208,0.144942308,0.093565385,267.6657087,0.751711826,0.000735199,1.568147312,151.515,71.8725,0.647208552,19.5,271.07
Ijmuiden Ver,IJV171-SCPT,8.77,4.306653846,4.363896615,0.087992308,0.136292308,52.17636747,2.552460403,0.036025717,2.443985959,171.015,81.1225,0.729060881,19.5,244.206
Ijmuiden Ver,IJV171-SCPT,9.77,17.44161538,17.49275038,0.172011539,0.12175,192.9281339,1.500183086,0.010200168,1.854226317,190.515,90.3725,0.578113974,19.5,287.504
Ijmuiden Ver,IJV171-SCPT,11.25,12.11623077,12.27094262,0.091842308,0.368361539,114.5828459,1.711115867,0.086957987,2.085152519,219.375,104.0625,0.667414451,19.5,257.426
Ijmuiden Ver,IJV171-SCPT,12.74,60.70952,60.77302904,0.420844,0.151212,513.7255998,0.695026437,0.000339608,1.281016547,248.43,117.845,0.374877433,19.5,305.843
Ijmuiden Ver,IJV171-SCPT,14.25,48.22803846,48.295589,0.357765385,0.160834615,364.5699517,0.748476733,0.000307713,1.378838415,277.875,131.8125,0.383115206,19.5,271.955
Ijmuiden Ver,IJV171-SCPT,15.74,46.3398,46.40070672,0.401748,0.145016,316.247415,0.873382516,-0.000388806,1.462400909,306.93,145.595,0.351174673,19.5,272.022
Ijmuiden Ver,IJV171-SCPT,17.24,32.6548,32.70860032,0.261588,0.128096,203.2367884,0.810935332,-0.001376875,1.556209957,336.18,159.47,0.402698153,19.5,288.078
Ijmuiden Ver,IJV171-SCPT,18.745,48.0946,48.16796896,0.395488,0.174688,275.8543144,0.826833519,-0.000363985,1.455562155,365.43,173.345,0.327317121,19.5,320.005
Ijmuiden Ver,IJV171-SCPT,20.24,39.55276,39.63267424,0.336432,0.190272,209.569883,0.857189062,-0.000443356,1.540029936,394.68,187.22,0.339322761,19.5,326.573
Ijmuiden Ver,IJV171-SCPT,21.72,39.24596,39.33077144,0.33394,0.201932,193.6611121,0.858546272,-0.000531706,1.556336081,423.54,200.91,0.330062449,19.5,376.849
Ijmuiden Ver,IJV171-SCPT,23.21,57.58707692,57.66380769,0.434119231,0.182692308,266.4950579,0.75888,-0.000967164,1.406487351,452.595,214.6925,0.283891728,19.5,349.957
Ijmuiden Ver,IJV171-SCPT,24.71,29.01123077,29.10198954,0.234780769,0.216092308,125.2410304,0.822729497,-0.001288349,1.670540523,481.845,228.5675,0.364622214,19.5,288.218
Ijmuiden Ver,IJV171-SCPT,26.19,36.66134615,36.76164054,0.281215385,0.238796154,149.6603784,0.775701242,-0.000819477,1.585038626,510.705,242.2575,0.327886439,19.5,288.232
Ijmuiden Ver,IJV171-SCPT,27.68,15.8358,15.75328512,0.133076,-0.196464,59.40781089,0.875050537,-0.031575676,1.96516963,539.76,256.04,0.433345759,19.5,288.245
Ijmuiden Ver,IJV171-SCPT,29.165,18.6942,18.59335968,0.127884,-0.240096,66.82995623,0.709475559,-0.029910341,1.852684513,568.62,269.73,0.431225042,19.5,300.146
Ijmuiden Ver,IJV171-SCPT,30.645,41.01832,40.97101456,0.334188,-0.112632,142.440401,0.83204641,-0.010645379,1.610087898,597.48,283.42,0.281850482,19.5,320.166
Ijmuiden Ver,IJV171-SCPT,32.705,54.76504,54.89502832,0.533456,0.309496,179.3984305,0.985246241,-0.000468134,1.588808155,637.65,302.475,0.212092844,19.5,300.166
Ijmuiden Ver,IJV166-SCPT-B,5.77,4.935384615,4.961860769,0.061461539,0.063038462,91.78466148,1.275053233,0.000875433,2.100011085,112.515,53.3725,0.920853869,19.5,173.972
Ijmuiden Ver,IJV166-SCPT-B,6.77,3.882730769,3.890726923,0.046507692,0.019038462,60.15935649,1.283668685,-0.013329659,2.194072806,132.015,62.6225,0.931258974,19.5,182.035
Ijmuiden Ver,IJV166-SCPT-B,7.76,57.22636,57.26052616,0.370156,0.081348,793.7372908,0.646287733,3.12E-05,1.23286858,151.32,71.78,0.481380664,19.5,272.551
Ijmuiden Ver,IJV166-SCPT-B,8.76,57.7548,57.79180704,0.398444,0.088112,711.7841053,0.691388253,-2.59E-05,1.257129333,170.82,81.03,0.442095466,19.5,326.887
Ijmuiden Ver,IJV166-SCPT-B,9.76,17.22676,17.28024952,0.174332,0.127356,191.190204,1.852774994,0.010479686,1.930459042,190.32,90.28,0.575939142,19.5,327.98
Ijmuiden Ver,IJV166-SCPT-B,11.26,2.32408,2.53052848,0.07506,0.491544,22.14578212,3.468310639,0.188442716,2.768618785,219.57,104.155,0.706783902,19.5,204.8
Ijmuiden Ver,IJV166-SCPT-B,12.74,4.28456,4.42039808,0.072908,0.323424,35.01212938,2.921730845,0.175352237,2.724044565,248.43,117.845,0.721041492,19.5,197.131
Ijmuiden Ver,IJV166-SCPT-B,14.245,55.62656,55.69003544,0.462024,0.151132,420.7416258,0.833800142,9.42E-05,1.379425671,277.68,131.72,0.345608748,19.5,320.657
Ijmuiden Ver,IJV166-SCPT-B,15.74,45.69792,45.74506416,0.516236,0.112248,312.2134911,1.13642827,-0.001077093,1.559527284,306.93,145.595,0.313880699,19.5,326.854
Ijmuiden Ver,IJV166-SCPT-B,17.22,38.32296,38.38476216,0.468068,0.147148,238.804858,1.227081553,-0.000785761,1.648597608,335.79,159.285,0.315896568,19.5,349.808
Ijmuiden Ver,IJV166-SCPT-B,18.71,30.05657692,30.13036285,0.316334615,0.175680769,172.1449791,1.066912206,-0.000526713,1.688502633,364.845,173.0675,0.360318147,19.5,326.535
Ijmuiden Ver,IJV166-SCPT-B,20.205,29.59556,29.67083576,0.339956,0.179228,156.8114221,1.16938697,-0.000975199,1.73884508,393.9,186.85,0.338601159,19.5,341.943
Ijmuiden Ver,IJV166-SCPT-B,21.685,20.47568,20.48298968,0.228888,0.017404,100.0342076,1.141025375,-0.010172188,1.869477488,422.76,200.54,0.387947907,19.5,319.235
Ijmuiden Ver,IJV166-SCPT-B,23.17,24.82430769,24.86060377,0.29755,0.086419231,113.8932815,1.219442203,-0.006195465,1.842671082,451.815,214.3225,0.337789256,19.5,325.35
Ijmuiden Ver,IJV166-SCPT-B,24.655,26.94956,27.04842632,0.33664,0.235396,116.4991586,1.267500949,-0.000662469,1.844087206,480.87,228.105,0.310913879,19.5,340.593
Ijmuiden Ver,IJV166-SCPT-B,26.125,25.62264,25.67727864,0.318232,0.130092,104.1773091,1.264705525,-0.005422178,1.876133417,509.34,241.61,0.310865314,19.5,297.931
Ijmuiden Ver,IJV166-SCPT-B,27.585,25.16224,25.2775048,0.247832,0.27444,97.00543519,1.001499349,-0.000336615,1.820490443,537.81,255.115,0.339046714,19.5,319.725
Ijmuiden Ver,IJV166-SCPT-B,29.065,38.8778,38.97373304,0.453064,0.228412,142.8591637,1.179100185,-0.001801049,1.738430042,566.67,268.805,0.248139883,19.5,400.194
Ijmuiden Ver,IJV166-SCPT-B,30.505,39.92808,40.05225552,0.482192,0.295656,139.7716406,1.216764985,-0.000423163,1.757427021,594.75,282.125,0.235727869,19.5,370.539
Ijmuiden Ver,IJV166-SCPT-B,32.935,36.58832,36.72680072,0.437664,0.329716,118.4402079,1.212783602,-0.000221729,1.803720447,642.33,304.695,0.236168253,19.5,369.995
Ijmuiden Ver,IJV166-SCPT-B,34.59,42.82784615,42.95217746,0.523019231,0.296026923,132.1041323,1.235982837,-0.001423617,1.771736973,674.505,319.9575,0.207664541,19.5,391.425
Ijmuiden Ver,IJV142-SCPT-A,5.78,13.84948,13.87822984,0.14318,0.068452,258.2195948,1.041631247,0.000675333,1.716272951,112.71,53.465,0.707201925,19.5,202.382
Ijmuiden Ver,IJV142-SCPT-A,6.78,2.70232,2.7118624,0.0626,0.02272,41.36081811,2.693461612,0.001583034,2.513155455,132.21,62.715,0.860533495,19.5,180.06
Ijmuiden Ver,IJV142-SCPT-A,7.78,14.18864,14.1561908,0.204724,-0.07726,195.4345459,1.543699337,-0.014012604,1.877908688,151.71,71.965,0.578921641,19.5,195.173
Ijmuiden Ver,IJV142-SCPT-A,8.78,2.40816,2.5781424,0.081604,0.40472,29.55853534,3.430750984,0.1390019,2.671611615,171.21,81.215,0.741358465,19.5,180.895
Ijmuiden Ver,IJV142-SCPT-A,9.77,4.015846154,4.076432769,0.102046154,0.144253846,43.19312461,2.843886307,0.025023858,2.497635096,190.515,90.3725,0.671622211,19.5,168.537
Ijmuiden Ver,IJV142-SCPT-A,11.29,2.750653846,2.723142231,0.056034615,-0.065503846,23.94486893,2.344596401,-0.073780404,2.625940813,220.155,104.4325,0.764946153,19.5,203.799
Ijmuiden Ver,IJV142-SCPT-A,12.78,34.1442,34.19222784,0.309004,0.114352,287.3484353,0.907706783,-0.000460231,1.529462581,249.21,118.215,0.423221825,19.5,257.555
Ijmuiden Ver,IJV142-SCPT-A,14.28,29.13968,29.19925784,0.284408,0.141852,218.8594023,0.978098903,-0.000244025,1.619942404,278.46,132.09,0.420466557,19.5,257.643
Ijmuiden Ver,IJV142-SCPT-A,15.77,17.41576923,17.47434469,0.234907692,0.139465385,117.6412925,1.370054535,-0.001261632,1.909071145,307.515,145.8725,0.432619961,19.5,256.384
Ijmuiden Ver,IJV142-SCPT-A,17.27,24.11553846,24.13160669,0.243592308,0.038257692,148.7548969,1.047982135,-0.006172222,1.737194019,336.765,159.7475,0.412824533,19.5,286.427
Ijmuiden Ver,IJV142-SCPT-A,18.79,36.91423077,36.99031862,0.387088462,0.181161539,210.6441972,1.056325484,-0.000296194,1.621301716,366.405,173.8075,0.330015405,19.5,306.129
Ijmuiden Ver,IJV142-SCPT-A,20.27,19.64926923,19.543006,0.263419231,-0.253007692,102.0975643,1.377478577,-0.024102358,1.932156805,395.265,187.4975,0.37560516,19.5,286.501
Ijmuiden Ver,IJV142-SCPT-A,21.775,35.55424,35.63519584,0.438524,0.192752,174.7609186,1.245808906,-0.000861732,1.719586928,424.71,201.465,0.291252137,19.5,320.072
Ijmuiden Ver,IJV142-SCPT-A,23.27,36.41669231,36.49681862,0.417480769,0.190776923,167.4192921,1.158732143,-0.001325797,1.700705665,453.765,215.2475,0.28899785,19.5,325.776
Ijmuiden Ver,IJV142-SCPT-A,24.77,30.26996154,30.31624392,0.301080769,0.110196154,130.2485178,1.012500807,-0.004660613,1.728444714,483.015,229.1225,0.326217921,19.5,288.219
Ijmuiden Ver,IJV142-SCPT-A,26.26,33.39708,33.48950184,0.372064,0.220052,135.7716726,1.127961601,-0.001487995,1.747068849,512.07,242.905,0.288180111,19.5,326.664
Ijmuiden Ver,IJV142-SCPT-A,27.75,34.72796154,34.828012,0.391069231,0.238215385,133.7066019,1.14921228,-0.001347319,1.760306588,541.125,256.6875,0.275453167,19.5,326.678
Ijmuiden Ver,IJV142-SCPT-A,29.245,36.94028,37.00946408,0.461656,0.164724,134.6982594,1.27681243,-0.003625063,1.784270301,570.18,270.47,0.244961879,19.5,300.146
Ijmuiden Ver,IJV142-SCPT-A,30.75,30.25715385,30.34971054,0.325107692,0.220373077,104.5667089,1.093275639,-0.003114081,1.815127264,599.625,284.4375,0.28567718,19.5,325.424
Ijmuiden Ver,IJV142-SCPT-A,33.16,37.99292,38.11600184,0.683632,0.293052,122.2603277,1.937558323,-0.001330198,1.963660034,646.62,306.73,0.179728486,19.5,349.073
Ijmuiden Ver,IJV142-SCPT,5.75,11.75588462,11.78382592,0.115534615,0.066526923,219.7826822,0.991585997,0.000651518,1.746742192,112.125,53.1875,0.753655201,19.5,180.026
Ijmuiden Ver,IJV142-SCPT,6.76,3.8632,3.91097752,0.082812,0.113756,60.06654657,2.63842654,0.02433214,2.413448401,131.82,62.53,0.799408653,19.5,152.251
Ijmuiden Ver,IJV142-SCPT,7.76,6.68768,6.7120568,0.137284,0.05804,91.86506443,2.571160528,0.000590171,2.272513668,151.32,71.78,0.667600691,19.5,221.782
Ijmuiden Ver,IJV142-SCPT,8.755,4.0588,4.06596688,0.094624,0.017064,48.06489914,2.677055477,-0.017450122,2.44858832,170.82,81.03,0.711687453,19.5,199.432
Ijmuiden Ver,IJV142-SCPT,9.75,3.114346154,3.172000846,0.098273077,0.137273077,33.11834107,3.407707198,0.018603307,2.630901926,190.125,90.1875,0.678472162,19.5,203.646
Ijmuiden Ver,IJV142-SCPT,11.25,3.224461539,3.192486615,0.062338462,-0.076130769,28.53523492,2.134239118,-0.0658165,2.538486008,219.375,104.0625,0.742634734,19.5,189.693
Ijmuiden Ver,IJV142-SCPT,12.76,40.8768,40.93091616,0.405524,0.128848,345.2885197,0.988570824,-4.35E-05,1.513370816,248.82,118.03,0.383983597,19.5,343.759
Ijmuiden Ver,IJV142-SCPT,14.25,32.31680769,32.37464815,0.328396154,0.137715385,243.5276115,1.024651268,-0.000243442,1.604096085,277.875,131.8125,0.396732191,19.5,302.979
Ijmuiden Ver,IJV142-SCPT,15.75,39.88673077,39.93979131,0.476646154,0.126334615,272.2968426,1.202661791,-0.000843339,1.618932109,307.125,145.6875,0.326827623,19.5,345.39
Ijmuiden Ver,IJV138-SCPT,5.76,18.89456,18.92037824,0.172948,0.061472,352.8693404,0.919730132,0.000132911,1.591627511,112.32,53.28,0.669087368,19.5,162.028
Ijmuiden Ver,IJV138-SCPT,6.76,8.6916,8.72410128,0.103916,0.077384,138.5385002,1.292301305,0.001047709,1.957564442,131.82,62.53,0.747106431,19.5,211.827
Ijmuiden Ver,IJV138-SCPT,7.76,7.41012,7.409742,0.079224,-0.0009,100.6047395,1.091650849,-0.017710014,1.988818474,151.32,71.78,0.784139823,19.5,162.64
Ijmuiden Ver,IJV138-SCPT,8.75,14.42653846,14.46061985,0.157911539,0.081146154,176.4502863,1.104556855,-0.000596178,1.786379081,170.625,80.9375,0.60493907,19.5,203.502
Ijmuiden Ver,IJV138-SCPT,9.76,19.94552,19.98838856,0.201784,0.102068,219.1919412,1.018472158,0.000103423,1.682420417,190.32,90.28,0.539693596,19.5,222.161
Ijmuiden Ver,IJV138-SCPT,11.26,16.51904,16.56893264,0.148452,0.118792,157.0605951,0.907498365,0.000226602,1.729794652,219.57,104.155,0.569487935,19.5,221.141
Ijmuiden Ver,IJV138-SCPT,12.755,11.63564,11.6932304,0.127116,0.13712,97.04367765,1.124659551,0.000564696,1.932248122,248.82,118.03,0.5753726,19.5,217.789
Ijmuiden Ver,IJV138-SCPT,14.25,23.7285,23.78953408,0.191896154,0.145319231,178.3097274,0.818456113,-2.82E-05,1.623629474,277.875,131.8125,0.482397941,19.5,271.955
Ijmuiden Ver,IJV138-SCPT,15.75,19.42176923,19.48879962,0.163961539,0.159596154,131.7533004,0.859572808,-9.75E-05,1.726239416,307.125,145.6875,0.492254634,19.5,243.152
Ijmuiden Ver,IJV138-SCPT,17.245,14.46584,14.54037656,0.199564,0.177468,89.1011497,1.405373878,6.21E-05,1.999287355,336.18,159.47,0.444395492,19.5,250.787
Ijmuiden Ver,IJV138-SCPT,18.74,18.91868,18.97899536,0.232284,0.143608,107.3650797,1.247027019,-0.00260046,1.88994263,365.43,173.345,0.407237333,19.5,269.762
Ijmuiden Ver,IJV138-SCPT,20.24,21.03472,21.09388288,0.260128,0.140864,110.4328143,1.277726809,-0.003262757,1.885646269,394.68,187.22,0.378219059,19.5,306.162
Ijmuiden Ver,IJV138-SCPT,21.73,19.75676923,19.83932508,0.2481,0.196561539,96.61489779,1.277297758,-0.001312945,1.920630449,423.735,201.0025,0.374071957,19.5,288.512
Ijmuiden Ver,IJV138-SCPT,23.235,27.11864,27.21306272,0.2851,0.224816,124.449724,1.071025055,-0.000539553,1.767415671,453.18,214.97,0.343710688,19.5,320.514
Ijmuiden Ver,IJV138-SCPT,24.735,43.07028,43.1741628,0.563252,0.24734,186.5429842,1.31820989,-0.000148177,1.709412847,482.43,228.845,0.24085455,19.5,319.28
Ijmuiden Ver,IJV138-SCPT,26.2,36.57432,36.68479344,0.493808,0.263032,149.3734084,1.358243507,-0.000137946,1.786803416,510.9,242.35,0.252454777,19.5,349.019
Ijmuiden Ver,IJV138-SCPT,27.7,27.74152,27.8289556,0.411328,0.20818,106.6771255,1.591285713,-0.003580466,1.961232061,540.15,256.225,0.26950331,19.5,306.26
Ijmuiden Ver,IJV138-SCPT,29.17,44.24330769,44.36161846,0.712626923,0.281692308,162.2877632,1.626931079,-0.000393053,1.818031871,568.815,269.8225,0.190104451,19.5,349.535
Ijmuiden Ver,IJV138-SCPT,30.655,37.07964,37.20079152,0.549492,0.288456,129.0404237,1.502422309,-0.000730615,1.857227369,597.87,283.605,0.21644191,19.5,342.555
Ijmuiden Ver,IJV138-SCPT,33.125,46.18188,46.31198928,0.643708,0.309784,149.10156,1.40881854,-0.000682674,1.783201644,645.84,306.36,0.187531304,19.5,343.049
Ijmuiden Ver,IJV138-SCPT,35.6,29.06568,29.19181272,0.440572,0.300316,86.46981373,1.696328758,-0.002404841,2.012796726,694.2,329.3,0.227739202,19.5,348.598
Ijmuiden Ver,IJV138-SCPT,38.065,36.71436,36.869046,0.51682,0.3683,102.6312475,1.430782199,-0.000596243,1.909548671,742.17,352.055,0.196816693,19.5,342.591
Ijmuiden Ver,IJV138-SCPT,40.525,37.44516,37.55723952,0.51328,0.266856,98.06001022,1.383780953,-0.004729997,1.916231975,790.14,374.81,0.193209631,19.5,343.079
Ijmuiden Ver,IJV138-SCPT,42.63,29.98219231,30.10952338,0.451280769,0.303169231,74.25586511,1.607730192,-0.004488593,2.065886974,831.285,394.3275,0.201025982,19.5,350.086
Ijmuiden Ver,IJV134-SCPT,5.74,21.26972,21.29683688,0.197376,0.064564,399.1828453,0.931550502,0.000272984,1.562921016,111.93,53.095,0.64309686,19.5,255.556
Ijmuiden Ver,IJV134-SCPT,6.73,22.46353846,22.49333908,0.205965385,0.070953846,358.9389672,0.922360885,9.07E-05,1.565352686,131.235,62.2525,0.604161328,19.5,256.673
Ijmuiden Ver,IJV134-SCPT,7.73,19.1735,19.21031623,0.178103846,0.087657692,266.5421562,0.935170344,0.000442319,1.632062428,150.735,71.5025,0.605282721,19.5,232.335
Ijmuiden Ver,IJV134-SCPT,8.72,23.74396,23.7846832,0.20684,0.09696,293.0148286,0.875576177,0.000322568,1.567477468,170.04,80.66,0.555275634,19.5,271.329
Ijmuiden Ver,IJV134-SCPT,9.72,24.73504,24.77908624,0.216728,0.104872,273.4398969,0.880813146,0.000214365,1.57305269,189.54,89.91,0.527758516,19.5,244.371
Ijmuiden Ver,IJV134-SCPT,11.23,32.52919231,32.57851162,0.274423077,0.117426923,311.6906049,0.847279773,7.43E-05,1.501706653,218.985,103.8775,0.462588155,19.5,287.709
Ijmuiden Ver,IJV134-SCPT,12.71,32.17796154,32.23726715,0.262315385,0.141203846,271.6191685,0.819867961,0.000356944,1.51578289,247.845,117.5675,0.451979223,19.5,305.84
Ijmuiden Ver,IJV134-SCPT,14.2,34.87508,34.94134592,0.254472,0.157776,263.9065571,0.734353867,0.000352535,1.466787838,276.9,131.35,0.436314712,19.5,305.946
Ijmuiden Ver,IJV134-SCPT,15.71,27.48453846,27.55652,0.198753846,0.171384615,187.7981534,0.737365265,0.0003922,1.563405768,306.345,145.3175,0.460751457,19.5,326.426
Ijmuiden Ver,IJV134-SCPT,17.2,16.50364,16.57703584,0.149232,0.174752,102.0061112,0.980468188,-0.000080822,1.82826953,335.4,159.1,0.501244734,19.5,326.487
Ijmuiden Ver,IJV134-SCPT,18.69,4.187692308,4.425869462,0.122976923,0.567088462,23.48660077,3.193924631,0.111787401,2.713725303,364.455,172.8825,0.512617226,19.5,212.957
Ijmuiden Ver,IJV134-SCPT,20.175,11.45372,11.36015744,0.16832,-0.222768,58.65380442,1.865624671,-0.046646335,2.208454476,393.51,186.665,0.447826602,19.5,342.9
Ijmuiden Ver,IJV134-SCPT,21.66,22.03796,21.97698104,0.235232,-0.145188,107.4883837,1.093734339,-0.018075718,1.836734318,422.37,200.355,0.384668195,19.5,306.189
Ijmuiden Ver,IJV134-SCPT,23.16,25.18112,25.22261264,0.292296,0.098792,115.6757249,1.179104743,-0.005690941,1.827809565,451.62,214.23,0.340587754,19.5,376.876
Ijmuiden Ver,IJV134-SCPT,24.625,23.0286,23.13119088,0.288652,0.244264,99.4521286,1.275203437,-0.000354909,1.899805331,480.09,227.735,0.333012186,19.5,369.361
