Project,Location,z [m],qc [MPa],qt [MPa],fs [MPa],u2 [MPa],Qt [-],Fr [%],Bq [-],Ic [-],Vertical total stress [kPa],Vertical effective stress [kPa],Void ratio from CPT [-],Total unit weight [kN/m3],Vs [m/s]
HKW,HKW101-SCPT,30.41283158,15.94824,16.07244912,0.16103516,0.295736,54.99300824,1.041558904,-0.001037292,2.044620305,593.19,281.385,0.388766495,19.5,291.452743
HKW,HKW101-SCPT,33.44313477,19.24168,19.33521904,0.2200424,0.222712,60.38490724,1.194410506,-0.006170236,2.042682879,652.08,309.32,0.329319325,19.5,291.7634574
HKW,HKW101-SCPT,34.905995,20.54328,20.66193504,0.25579352,0.282512,61.9006387,1.284263337,-0.003769915,2.060112937,680.55,322.825,0.300899224,19.5,291.2776192
HKW,HKW101-SCPT,9.973535398,35.89084,35.92786552,0.25870528,0.088156,387.4911012,0.723384352,-0.000399208,1.407224909,194.61,92.315,0.492626509,19.5,309.1690508
HKW,HKW101-SCPT,11.98686672,22.92984,22.97352504,0.1743272,0.104012,205.2411909,0.766742226,-0.000825855,1.584204056,233.61,110.815,0.529048137,19.5,309.1177639
HKW,HKW101-SCPT,13.00720635,21.18368,21.23155328,0.17678728,0.113984,174.4922833,0.842576829,-0.000914761,1.65301318,253.5,120.25,0.512225268,19.5,309.6944348
HKW,HKW101-SCPT,18.97219408,37.56836,37.60716464,0.28257512,0.092392,211.8413443,0.75764263,-0.002918514,1.507194938,370.11,175.565,0.378408037,19.5,309.8352533
HKW,HKW101-SCPT,23.63722715,17.97144,18.0597408,0.1449982,0.21024,80.49163573,0.826687327,-0.001824906,1.842565434,460.98,218.67,0.445061233,19.5,309.6642225
HKW,HKW101-SCPT,27.45518968,17.34344,17.42744336,0.177829,0.200008,66.53250686,1.043606385,-0.005009547,1.971605644,535.47,254.005,0.394800311,19.5,309.5468194
HKW,HKW101-SCPT,28.94063316,18.16936,18.28884664,0.17930824,0.284492,66.17170335,1.011218218,-0.000669346,1.967205078,564.33,267.695,0.381300087,19.5,309.4696726
HKW,HKW101-SCPT,31.93607544,9.29228,9.41348528,0.09810964,0.288584,29.7278732,1.122009776,-0.004429029,2.328907953,622.83,295.445,0.46277319,19.5,309.3597339
HKW,HKW101-SCPT,36.39240966,25.35956,25.47282224,0.26557764,0.269672,73.55165785,1.072491297,-0.004179642,1.93301827,709.8,336.7,0.289762556,19.5,309.1961052
HKW,HKW101-SCPT,37.8778544,18.18964,18.30163216,0.1997782,0.266648,50.17350242,1.249347352,-0.006157177,2.1379097,738.66,350.39,0.326530116,19.5,309.141543
HKW,HKW101-SCPT,39.36329914,15.36864,15.50624376,0.24396772,0.327628,40.50647371,1.702570376,-0.004583419,2.32646625,767.52,364.08,0.291938666,19.5,309.0869712
HKW,HKW101-SCPT,8.986360905,36.49672,36.53206048,0.20748208,0.084144,437.636116,0.571321773,-0.000215664,1.312740981,175.11,83.065,0.549726147,19.5,330.4081134
HKW,HKW101-SCPT,16.97858592,20.91972,20.9826864,0.17609732,0.14992,131.5081206,0.855994772,-0.00115457,1.713031852,331.11,157.065,0.467686088,19.5,330.1550289
HKW,HKW101-SCPT,17.96069814,24.39048,24.45324984,0.19053872,0.149452,145.0935637,0.790644034,-0.001445976,1.648302334,350.22,166.13,0.445452728,19.5,330.121246
HKW,HKW101-SCPT,19.95958543,43.33776,43.3671852,0.3698926,0.07006,232.8124495,0.860597648,-0.003118711,1.511253482,389.22,184.63,0.327530165,19.5,330.4307044
HKW,HKW101-SCPT,22.9637748,29.62624,29.70921352,0.2548486,0.197556,137.8411323,0.87754176,-0.001367206,1.672179636,447.72,212.38,0.362162724,19.5,329.960481
HKW,HKW101-SCPT,14.97127838,36.94104,36.99839184,0.25049032,0.136552,264.8123187,0.683002876,-0.000460182,1.433938328,292.11,138.565,0.430347413,19.5,330.6798196
HKW,HKW101-SCPT,21.44920082,35.89068,35.96163312,0.26842796,0.168936,179.4245448,0.756103942,-0.001522904,1.545188469,418.08,198.32,0.366717683,19.5,353.8411641
HKW,HKW101-SCPT,24.46863265,28.26284,28.33723544,0.21636256,0.177132,123.1905753,0.775931612,-0.002755443,1.663365185,476.97,226.255,0.378037363,19.5,353.3667306
HKW,HKW096-SCPT,45.32323597,29.58548,29.77569632,0.29008428,0.452896,68.93026603,1.006985086,-0.000412917,1.94266092,883.74,419.21,0.248592989,19.5,330.6236894
HKW,HKW096-SCPT,46.75352716,24.12848,24.32573384,0.23823928,0.469652,54.1221842,1.017638807,-0.000412255,2.048658846,911.82,432.53,0.270523432,19.5,334.8501347
HKW,HKW096-SCPT,48.25365183,28.29872,28.4987912,0.28389632,0.47636,61.74799397,1.032379599,-0.000665267,2.000092788,941.07,446.405,0.243026036,19.5,354.3816596
HKW,HKW096-SCPT,55.16182411,10.98516,11.2539936,0.24145104,0.64008,19.9345257,2.565227117,0.013245481,2.724393427,1075.62,510.23,0.247764228,19.5,360.11992
HKW,HKW096-SCPT,43.80897447,36.3664,36.51635848,0.29245612,0.357044,88.01095867,0.818213657,-0.002603115,1.768818532,854.1,405.15,0.253469808,19.5,364.3381778
HKW,HKW096-SCPT,54.1250511,5.75548,6.40529896,0.13598804,1.547188,10.68479873,2.519648822,0.20161103,2.934521533,1055.34,500.61,0.334828093,19.5,367.7322944
HKW,HKW096-SCPT,40.81704487,22.85544,23.01934584,0.22047368,0.390252,58.85037981,0.991993948,-0.001258533,1.99814167,795.99,377.585,0.299574164,19.5,372.47825
HKW,HKW096-SCPT,51.21230656,29.61396,29.62856928,0.22785348,0.034784,60.43001845,0.798500899,-0.017127894,1.922458883,998.79,473.785,0.267534586,19.5,387.8556663
HKW,HKW096-SCPT,42.30907991,25.28256,25.42709376,0.21635328,0.344128,62.86731255,0.881968152,-0.003523146,1.934270334,824.85,391.275,0.298458288,19.5,423.711076
HKW,HKW096-SCPT,49.7360459,17.32804,17.25085576,0.21146272,-0.183772,35.38121364,1.556078223,-0.048632508,2.333006222,969.93,460.095,0.282185693,19.5,455.0717794
HKW,HKW096-SCPT,52.67766353,25.07908,25.15327384,0.29853052,0.176652,49.50304215,1.278709047,-0.01577834,2.171818886,1027.26,487.29,0.225684941,19.5,463.9776516
HKW,HKW096-SCPT,5.024022022,14.80076,14.77856384,0.14188812,-0.052848,315.9461612,0.982785629,-0.007127033,1.650177726,97.89,46.435,0.746155676,19.5,233.8045787
HKW,HKW096-SCPT,7.026171971,28.14564,28.15345032,0.20990516,0.018596,432.0560229,0.748498133,-0.001902708,1.443214996,136.89,64.935,0.593725848,19.5,253.48226
HKW,HKW096-SCPT,13.00994783,12.79716,12.8282064,0.10610592,0.07392,104.6192512,0.835950591,-0.004600632,1.820531271,253.5,120.25,0.610318331,19.5,260.1070727
HKW,HKW096-SCPT,9.016405326,20.03472,20.06429472,0.13826068,0.070416,237.6212301,0.701631826,-0.001146624,1.564000593,175.89,83.435,0.628241652,19.5,262.4746419
HKW,HKW096-SCPT,10.03603912,34.00244,34.026842,0.23866308,0.0581,364.1233799,0.705016422,-0.001320727,1.41454676,195.78,92.87,0.505223854,19.5,268.3021779
HKW,HKW096-SCPT,22.98696481,6.07564,6.14602864,0.13133688,0.167592,26.7969838,2.314677853,-0.012669622,2.568503847,448.11,212.565,0.466778665,19.5,271.7387188
HKW,HKW096-SCPT,19.0057551,12.29288,12.34205528,0.11454464,0.117084,68.0240794,0.965212769,-0.007768531,1.974245554,370.5,175.75,0.529544978,19.5,272.9016025
HKW,HKW096-SCPT,6.024068542,26.78448,26.80672656,0.16163304,0.052968,479.0010745,0.605324422,-0.000318254,1.37545208,117.39,55.685,0.674164836,19.5,274.0189282
HKW,HKW096-SCPT,10.99381791,26.63184,26.673042,0.2067214,0.0981,260.4310076,0.782312425,-0.000539786,1.533102372,214.5,101.75,0.514692384,19.5,283.983798
HKW,HKW096-SCPT,16.00690147,18.88956,18.93567768,0.13569996,0.109804,125.7214524,0.723640361,-0.003171616,1.690660991,312,148,0.525872343,19.5,289.3785039
HKW,HKW096-SCPT,17.01441002,18.79004,18.8434976,0.15336376,0.12728,117.4368312,0.815719988,-0.00295766,1.744392517,331.89,157.435,0.49984031,19.5,290.9774129
HKW,HKW096-SCPT,25.96548391,12.35684,12.3891044,0.13369416,0.07682,49.49670605,1.128280904,-0.0158671,2.114505644,506.22,240.13,0.443678977,19.5,296.7542664
HKW,HKW096-SCPT,36.39160203,16.76652,16.84248792,0.1990982,0.180876,47.92961089,1.266871964,-0.011565149,2.153062042,709.8,336.7,0.332025759,19.5,296.7663861
HKW,HKW096-SCPT,18.00440083,16.2682,16.32422632,0.16062188,0.133396,96.13044976,1.007119517,-0.003108616,1.8788376,351,166.5,0.479918936,19.5,305.5246524
HKW,HKW096-SCPT,33.41131447,13.26992,13.35150584,0.20021936,0.194252,41.10576326,1.643923643,-0.011403682,2.299443084,651.69,309.135,0.342906583,19.5,305.9913601
HKW,HKW096-SCPT,39.36467717,13.0254,13.1455536,0.220299,0.28608,33.9924593,1.794809866,-0.00928501,2.414901381,767.52,364.08,0.30557494,19.5,307.9952833
HKW,HKW096-SCPT,19.9584139,11.43324,11.49899184,0.20122716,0.156552,60.39443302,2.420265086,-0.007224114,2.303050189,389.22,184.63,0.42718594,19.5,311.1266025
HKW,HKW096-SCPT,8.018981837,15.55828,15.58927264,0.12145468,0.073792,208.1938814,0.787973271,-0.000530021,1.65016156,156.39,74.185,0.673278564,19.5,312.0090559
HKW,HKW096-SCPT,28.95085308,24.96772,25.07188336,0.25829904,0.248008,91.42641505,1.06320798,-0.002044245,1.860853377,564.72,267.88,0.326413739,19.5,313.9740532
HKW,HKW096-SCPT,13.99686586,32.94632,32.99679056,0.2405038,0.120168,252.4455829,0.732554608,-0.000807875,1.483986901,273,129.5,0.449772289,19.5,314.9799949
HKW,HKW096-SCPT,21.49195211,9.35904,9.47813016,0.16038528,0.283548,45.66936254,2.013629039,0.013310984,2.34458932,419.25,198.875,0.446433195,19.5,315.664878
HKW,HKW096-SCPT,12.01178351,18.223,18.27342016,0.1467568,0.120048,162.3001402,0.813396987,-0.000175085,1.677060308,234.39,111.185,0.559159324,19.5,325.570776
HKW,HKW096-SCPT,15.01613504,26.73776,26.7927296,0.20469732,0.13088,191.1156742,0.794838535,-0.000923856,1.589826472,292.89,138.935,0.463863907,19.5,327.4978344
HKW,HKW096-SCPT,24.50983322,23.91556,24.004306,0.24063484,0.2113,103.7798505,1.0232293,-0.001820409,1.8137096,477.75,226.625,0.362478075,19.5,328.2550458
HKW,HKW096-SCPT,31.92918563,15.56372,15.68188112,0.21148892,0.281336,50.95488755,1.521802972,0.001583722,2.199648921,622.44,295.26,0.342332324,19.5,339.5434477
HKW,HKW096-SCPT,27.42657673,10.15212,10.2369432,0.16843672,0.20196,38.23365178,1.769247311,-0.007590534,2.348789553,534.69,253.635,0.398129092,19.5,341.5805009
HKW,HKW096-SCPT,30.42473594,21.20276,21.3104648,0.28606576,0.25644,73.72193818,1.492788928,-0.002467023,2.058630846,593.19,281.385,0.306353587,19.5,341.5805009
HKW,HKW096-SCPT,37.85749552,12.85368,12.93116496,0.18836108,0.184488,34.82579766,1.598373682,-0.016440542,2.362417197,738.27,350.205,0.334001145,19.5,341.575054
HKW,HKW096-SCPT,34.90840025,20.32056,20.417748,0.23444052,0.2314,61.1441255,1.205459533,-0.00627905,2.041478018,680.55,322.825,0.314425989,19.5,346.7442187
HKW,HKW084-SCPT-A,27.29754562,14.20516,14.22980056,0.27320968,0.058668,54.23376699,2.051356036,-0.015377654,2.241699503,532.35,252.525,0.337036167,19.5,225.378679
HKW,HKW084-SCPT-A,5.90689896,20.07868,20.105182,0.14634076,0.0631,366.4835224,0.732221581,0.000131462,1.509624033,115.05,54.575,0.697732567,19.5,246.2855533
HKW,HKW084-SCPT-A,7.896289938,22.79736,22.832346,0.14267496,0.0833,309.598148,0.641425014,0.000108597,1.472233647,154.05,73.075,0.643976857,19.5,259.6939715
HKW,HKW084-SCPT-A,6.902619794,19.60888,19.6401364,0.13726804,0.07442,305.7604895,0.703723138,0.00018947,1.525242828,134.55,63.825,0.678707317,19.5,274.6977766
HKW,HKW084-SCPT-A,12.88092821,11.25652,11.3020144,0.17136108,0.10832,93.20299578,1.844082722,-0.002272287,2.10662874,251.16,119.14,0.520678681,19.5,275.4824895
HKW,HKW084-SCPT-A,25.8357164,17.74684,17.85502024,0.19324552,0.257572,72.59902408,1.113627607,-0.000435789,1.966179094,503.88,239.02,0.385926374,19.5,275.4824895
HKW,HKW084-SCPT-A,33.29782648,19.151,19.1647508,0.19619944,0.03274,60.04588858,1.095595821,-0.018277889,2.033306986,649.35,308.025,0.348890896,19.5,292.1079679
HKW,HKW084-SCPT-A,9.850790215,47.8068,47.8450788,0.36557608,0.09114,522.2912385,0.767340826,-0.000207321,1.350120503,192.27,91.205,0.436898818,19.5,309.5125301
HKW,HKW084-SCPT-A,11.85184922,17.23108,17.27680624,0.14944524,0.108872,155.2789914,0.876944706,-0.00066374,1.716268882,231.27,109.705,0.558874537,19.5,309.5351735
HKW,HKW084-SCPT-A,8.925080458,38.76628,38.80297792,0.24007728,0.087376,468.1162262,0.619623896,-0.000108022,1.321363226,173.94,82.51,0.52602999,19.5,329.7159909
HKW,HKW084-SCPT-A,15.88193679,18.4622,18.51894368,0.16078192,0.135104,123.8378305,0.889624891,-0.001377206,1.759756331,309.66,146.89,0.495726753,19.5,330.6678964
HKW,HKW084-SCPT-A,18.87738519,21.34628,21.42334664,0.19736164,0.183492,120.5652907,0.937471618,-0.000476969,1.759007937,368.16,174.64,0.431585398,19.5,330.6678964
HKW,HKW084-SCPT-A,30.31081994,26.27488,26.33949784,0.30304164,0.153852,91.77755002,1.2424881,-0.005758767,1.899502381,591.24,280.46,0.299272829,19.5,330.7168307
HKW,HKW084-SCPT-A,35.30704058,16.50996,16.57646112,0.24995632,0.158336,48.67102117,1.696109107,-0.011931096,2.234632186,688.35,326.525,0.306973727,19.5,330.7168307
HKW,HKW084-SCPT-A,22.82938667,23.67012,23.73933936,0.21800284,0.164808,110.3418302,0.935850705,-0.003048953,1.768330748,444.99,211.085,0.386344557,19.5,350.2016316
HKW,HKW084-SCPT-A,10.87237071,24.98656,25.0336504,0.21258772,0.11212,247.4204667,0.865679861,2.95E-05,1.589801346,212.16,100.64,0.51459576,19.5,353.7548536
HKW,HKW084-SCPT-A,13.86784374,22.94568,22.999566,0.20119044,0.1283,176.917005,1.065308149,0.000301908,1.694231606,270.27,128.205,0.480203094,19.5,354.1420803
HKW,HKW084-SCPT-A,16.83873928,20.72844,20.79816504,0.19668168,0.166012,131.5735034,0.962442336,-0.000300036,1.755764339,328.38,155.77,0.452096204,19.5,354.1420803
HKW,HKW084-SCPT-A,19.83418768,27.99232,28.04929552,0.22182488,0.135656,150.689339,0.802882203,-0.002468663,1.627549294,386.88,183.52,0.405168881,19.5,354.1420803
HKW,HKW084-SCPT-A,21.33191188,22.09408,22.1454796,0.21852412,0.12238,110.1337783,1.042810711,-0.004191285,1.804940678,416.13,197.395,0.397640798,19.5,354.1420803
HKW,HKW084-SCPT-A,28.82053288,7.97024,7.96556456,0.14573216,-0.011132,27.77204162,2.028651842,-0.042365415,2.516430339,561.99,266.585,0.412948903,19.5,354.1420803
HKW,HKW084-SCPT-A,31.80370485,16.49544,16.514592,0.19303304,0.0456,54.05551968,1.223282113,-0.017859944,2.094270022,620.1,294.15,0.360806497,19.5,354.1420803
HKW,HKW084-SCPT-A,14.85772636,15.23064,15.25398024,0.14396272,0.055572,108.9376062,0.96603979,-0.00609242,1.83243181,289.77,137.455,0.524771575,19.5,380.980097
HKW,HKW084-SCPT-A,36.28637459,20.42632,20.46005944,0.2263736,0.080332,58.84950558,1.161801827,-0.01497138,2.044028195,707.46,335.59,0.314539231,19.5,380.989509
HKW,HKW084-SCPT-A,24.36737645,17.50812,17.500476,0.1570114,-0.0182,75.57228705,0.938169831,-0.015849611,1.894575208,475.02,225.33,0.431431813,19.5,381.7083167
HKW,HKW084-SCPT-A,17.8627795,30.91132,30.98180776,0.27042916,0.167828,185.403866,0.883081948,-0.000496434,1.604541982,348.27,165.205,0.390793914,19.5,413.2174252
HKW,HKW084-SCPT-A,37.79339316,40.87604,40.9919936,0.45210672,0.27608,115.0840127,1.119947292,-0.002939565,1.78181678,737.1,349.65,0.215873547,19.5,413.9630452
HKW,HKW084-SCPT-A,39.27475642,37.2276,37.38888504,0.46160104,0.384012,100.7833168,1.256133996,-0.000535357,1.86735047,765.96,363.34,0.208225431,19.5,450.69797
HKW,HKW084-SCPT-A,46.695653,9.7698,10.18069608,0.22503864,0.978324,21.43831306,2.736714241,0.069622451,2.709474814,910.65,431.975,0.279349792,19.5,355.2900087
HKW,HKW084-SCPT-A,48.20989555,32.10032,32.27214368,0.43858652,0.409104,70.27798341,1.400958016,-0.002719935,2.049967621,939.9,445.85,0.187953851,19.5,382.8604672
HKW,HKW084-SCPT-A,42.25761978,30.44008,30.60126928,0.3540546,0.383784,76.18166664,1.189340792,-0.001655702,1.955114247,824.07,390.905,0.231454169,19.5,414.3805305
HKW,HKW084-SCPT-A,43.71113252,47.38708,47.5679488,0.59212552,0.43064,115.4958883,1.273267907,-0.000383463,1.824608193,852.54,404.41,0.163515855,19.5,414.2895914
HKW,HKW084-SCPT-A,40.78045636,44.51504,44.65191128,0.55937256,0.325884,116.2558548,1.273540726,-0.002127595,1.820202168,795.21,377.215,0.179827593,19.5,415.2202235
HKW,HKW084-SCPT-A,45.2430238,31.27828,31.42898272,0.48676224,0.358816,72.96623957,1.625756617,-0.003450618,2.088029673,882.18,418.47,0.183478137,19.5,451.7306782
HKW,HKW084-SCPT-A,49.70559123,34.34064,34.4335272,0.3699592,0.22116,72.76077516,1.111504698,-0.009203838,1.961673112,969.15,459.725,0.206562239,19.5,451.7918198
HKW,HKW084-SCPT-A,51.17676731,43.0626,43.25352192,0.55800924,0.454576,89.25253893,1.324399887,-0.001691484,1.938413404,998.01,473.415,0.152736506,19.5,497.0828026
HKW,HKW077-SCPT,42.32696697,10.10584,10.34431768,0.19827244,0.567804,24.30014957,2.393933968,0.029731226,2.613772347,825.24,391.46,0.322478089,19.5,334.9187611
HKW,HKW077-SCPT,40.86329508,7.938,8.1138372,0.17087852,0.41866,19.37811814,2.517131561,0.002147895,2.738253633,796.77,377.955,0.339970557,19.5,346.4279264
HKW,HKW077-SCPT,43.82682662,5.98084,6.46077232,0.15074384,1.142696,13.82316053,2.933697238,0.162730723,2.90207551,854.49,405.335,0.350556917,19.5,349.0912284
HKW,HKW077-SCPT,46.8129577,37.38604,37.57563808,0.48061068,0.451424,84.64157805,1.311585301,-0.000795814,1.952747948,912.99,433.085,0.18042312,19.5,413.7668573
HKW,HKW077-SCPT,51.21920433,33.7532,33.87607184,0.34567644,0.292552,69.39488086,1.048365832,-0.007145372,1.957231043,998.79,473.785,0.211727835,19.5,450.3445873
HKW,HKW077-SCPT,52.69482169,33.79804,33.98182696,0.3484236,0.437588,67.59898481,1.057500544,-0.003159069,1.975397148,1027.65,487.475,0.205727327,19.5,450.3445873
HKW,HKW077-SCPT,45.25253339,24.72608,24.87538496,0.29542716,0.355488,57.26692386,1.262960034,-0.00420157,2.103409307,882.57,418.655,0.248943577,19.5,451.0453862
HKW,HKW077-SCPT,48.27827233,28.54688,28.71079088,0.31291512,0.390264,62.21625173,1.147178251,-0.00379876,2.03783757,941.46,446.59,0.232538874,19.5,451.6489315
HKW,HKW077-SCPT,49.73402562,37.03744,37.21954528,0.45566644,0.433584,78.80508814,1.251241324,-0.002166668,1.968440136,969.93,460.095,0.181014485,19.5,496.0294621
HKW,HKW077-SCPT,54.19932999,36.33676,36.54125968,0.43856296,0.486904,70.78325557,1.238260543,-0.001966151,2.014603192,1056.9,501.35,0.173722264,19.5,496.5869721
HKW,HKW077-SCPT,6.96955029,1.6376,1.83696896,0.04372064,0.474688,26.47590165,2.576846848,0.246226656,2.634556442,135.72,64.38,0.940901758,19.5,202.0668283
HKW,HKW077-SCPT,16.95303184,21.82216,21.83478688,0.2095518,0.030064,136.9064491,0.987928221,-0.006819419,1.748210904,330.72,156.88,0.440350564,19.5,247.8132591
HKW,HKW077-SCPT,7.971127495,1.45952,1.77052832,0.03286548,0.740496,21.90747351,2.038073738,0.407403023,2.634455994,155.61,73.815,0.974785099,19.5,249.37447
HKW,HKW077-SCPT,8.960131406,8.53996,8.6277232,0.08776996,0.20896,101.0100998,1.468927724,0.091252815,2.154552198,174.72,82.88,0.776352466,19.5,260.2963024
HKW,HKW077-SCPT,9.967709502,30.99724,31.00417504,0.22806712,0.016512,334.4194276,0.754275863,-0.00260339,1.456457136,194.22,92.13,0.516260613,19.5,261.4474988
HKW,HKW077-SCPT,14.94907731,21.941,21.99632744,0.24390996,0.131732,157.0105661,1.125671347,-0.000945176,1.760368321,291.33,138.195,0.435202056,19.5,261.8248228
HKW,HKW077-SCPT,17.95460904,24.40716,24.42907224,0.21031376,0.052172,144.7177257,0.900546706,-0.005840667,1.694853443,350.22,166.13,0.432652075,19.5,261.1568196
HKW,HKW077-SCPT,11.95829062,28.34012,28.32890432,0.21678832,-0.026704,253.4256534,0.795686788,-0.005250631,1.531343754,233.22,110.63,0.492576387,19.5,272.97412
HKW,HKW077-SCPT,5.955971304,1.98164,2.1597956,0.05643904,0.42418,37.07575531,2.777646824,0.18597505,2.555816285,116.22,55.13,0.917438085,19.5,275.4556733
HKW,HKW077-SCPT,18.96534679,31.49372,31.56784832,0.31091176,0.176496,177.7525399,1.000121336,-0.000561687,1.655017562,369.72,175.38,0.361452201,19.5,275.7486734
HKW,HKW077-SCPT,15.94545374,24.25204,24.2869,0.25237112,0.083,162.6453518,1.060889594,-0.003341839,1.719106986,310.83,147.445,0.420014123,19.5,276.2086324
HKW,HKW077-SCPT,13.96057415,25.38488,25.43537744,0.27294412,0.120232,195.0484814,1.088341654,-0.000907469,1.69176516,272.22,129.13,0.42794407,19.5,292.606075
HKW,HKW077-SCPT,19.95689257,24.99576,25.0485876,0.22821744,0.12578,133.5432284,0.931645791,-0.003180766,1.714990188,389.22,184.63,0.399912391,19.5,292.4111243
HKW,HKW077-SCPT,25.94765235,2.32996,2.99817832,0.06948784,1.590996,10.38621253,2.792899588,0.531859198,2.965917225,505.83,239.945,0.555643122,19.5,291.7993
HKW,HKW077-SCPT,27.44058819,3.93904,4.34501032,0.12372156,0.966596,15.00552177,3.302151005,0.200671032,2.88453416,535.08,253.82,0.451609646,19.5,292.1928872
HKW,HKW077-SCPT,30.4387474,2.59888,3.31925896,0.06711456,1.715188,9.680650644,2.518321441,0.532195455,2.967107333,593.58,281.57,0.53401972,19.5,291.5643355
HKW,HKW077-SCPT,10.95671341,32.06316,32.10353712,0.28298128,0.096136,315.1405563,0.899870228,-0.000547382,1.523175607,213.72,101.38,0.461299396,19.5,330.5292271
HKW,HKW077-SCPT,24.44242897,6.13964,6.50609,0.21876228,0.8725,26.64178554,4.146755904,0.128645534,2.734197009,476.58,226.07,0.376570033,19.5,331.0674545
HKW,HKW077-SCPT,28.93966779,3.49364,4.05011312,0.10176112,1.324936,13.0344966,2.986669662,0.355151437,2.911645343,564.33,267.695,0.478382764,19.5,330.9382455
HKW,HKW077-SCPT,37.87852815,23.925,24.00522336,0.23409892,0.191008,66.35924762,1.043886787,-0.008244095,1.966939814,738.66,350.39,0.30216545,19.5,330.7552523
HKW,HKW077-SCPT,39.40264907,6.64728,6.9248664,0.15991024,0.66092,16.87634226,2.98664686,0.067471261,2.835783964,768.3,364.45,0.357162122,19.5,347.0881668
HKW,HKW077-SCPT,31.93182611,24.7708,24.8830492,0.24425496,0.26726,82.12398188,1.006970344,-0.002482167,1.874326141,622.83,295.445,0.31991867,19.5,351.7466019
HKW,HKW077-SCPT,34.90193218,12.12376,12.25812304,0.16331892,0.319912,35.86204685,1.424475062,-0.003494724,2.313532968,680.55,322.825,0.366511546,19.5,351.9706362
HKW,HKW077-SCPT,12.96973051,31.5348,31.55625192,0.25428976,0.051076,261.0373971,0.815567202,-0.002649552,1.518897922,252.72,119.88,0.451822328,19.5,354.5161941
HKW,HKW077-SCPT,22.94962966,5.35428,5.5320576,0.13020504,0.42328,24.03309872,2.85813018,0.070841333,2.708413458,447.33,212.195,0.479986775,19.5,354.6203226
HKW,HKW077-SCPT,21.45027065,24.48708,24.59991888,0.32095008,0.268664,121.9228133,1.464854375,0.003085065,1.879713384,418.47,198.505,0.338605362,19.5,382.4102519
HKW,HKW077-SCPT,36.44871864,21.49084,21.60343192,0.22935504,0.268076,61.92973779,1.117218307,-0.005007068,2.025458789,710.58,337.07,0.31345782,19.5,381.9375062
HKW,HKW077-SCPT,33.43090572,13.36964,13.50958736,0.13678772,0.333208,41.59051331,1.064232041,-0.000724492,2.167024813,652.08,309.32,0.400526509,19.5,390.9315284
HKW,HKW073-SCPT,6.178094646,21.8488,21.87427552,0.1669846,0.060656,381.1945505,0.767874978,-0.000123232,1.506235089,120.51,57.165,0.661623452,19.5,213.8544061
HKW,HKW073-SCPT,12.1731534,24.72928,24.77563624,0.19525036,0.110372,217.8097181,0.796021439,-0.000588282,1.574954905,237.51,112.665,0.506418975,19.5,222.5903343
HKW,HKW073-SCPT,15.16319174,25.46244,25.51735416,0.1829096,0.130748,179.6550551,0.734977908,-0.000969822,1.579448291,295.62,140.23,0.480104868,19.5,243.2433553
HKW,HKW073-SCPT,8.184308922,24.17728,24.20897992,0.15312032,0.075476,317.6222172,0.636319287,-0.000338874,1.456427912,159.51,75.665,0.623912239,19.5,246.056005
HKW,HKW073-SCPT,5.188966547,21.42844,21.4487512,0.1622746,0.04836,445.2404676,0.760748917,-0.000220226,1.487676368,101.01,47.915,0.703692936,19.5,248.4419337
HKW,HKW073-SCPT,9.178860792,20.33384,20.36852024,0.17620104,0.082572,238.2246632,0.877151305,-0.000586252,1.622461287,179.01,84.915,0.575818089,19.5,255.9581757
HKW,HKW073-SCPT,10.17975551,30.74096,30.77941016,0.23387508,0.091548,324.388652,0.764081422,-0.000410972,1.472366367,198.51,94.165,0.507167498,19.5,260.7627231
HKW,HKW073-SCPT,18.17800798,18.22588,18.29892808,0.16662976,0.173924,106.6496289,0.935643573,-0.000710939,1.805449182,354.51,168.165,0.46550914,19.5,261.1245448
HKW,HKW073-SCPT,7.1920694,15.17128,15.201142,0.13465236,0.0711,226.2448447,0.894486263,-0.000179155,1.6768099,140.4,66.6,0.674173238,19.5,296.0718863
HKW,HKW073-SCPT,11.18264678,26.82536,26.86885184,0.22022008,0.103552,257.9513648,0.826024316,-0.000412726,1.549390486,218.01,103.415,0.500588166,19.5,304.4628688
HKW,HKW073-SCPT,17.16771758,23.38636,23.457172,0.20385656,0.1686,145.8081145,0.886369032,-0.000321532,1.690960633,334.62,158.73,0.441808492,19.5,312.6667549
HKW,HKW073-SCPT,14.18514918,20.91152,20.96987984,0.18861676,0.138952,158.0603919,0.934222943,-0.00031076,1.707807517,276.51,131.165,0.486355407,19.5,323.2292434
HKW,HKW073-SCPT,16.17415757,28.20492,28.26839712,0.20723704,0.151136,186.9787623,0.747805475,-0.00052502,1.563264472,315.51,149.665,0.449002819,19.5,327.1147393
HKW,HKW073-SCPT,13.17325986,31.81488,31.86887016,0.21739308,0.128548,259.5368406,0.688063407,-0.000209239,1.463622314,257.01,121.915,0.475049864,19.5,336.2761688
HKW,HKW073-SCPT,26.1689625,18.24936,18.35762256,0.17710228,0.257768,73.77856231,0.99517529,-0.000602656,1.923725198,510.12,241.98,0.397276187,19.5,356.3043159
HKW,HKW073-SCPT,20.17821975,21.84968,21.89972048,0.24180144,0.119144,115.5247937,1.285369582,-0.003980326,1.876803004,393.51,186.665,0.391221474,19.5,358.7018106
